"CDSCode","NCESDist","NCESSchool","StatusType","County","District","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","NAVICAT_ROWID"
"01612590132555","0628050","13888","Active","Alameda","Oakland Unified","Conservatory of Vocal/Instrumental Arts High","12500 Campus Drive, Building D (COVAH, Merritt Colleg","12500 Campus Drive, Bldg. D (COVAH, Merritt Colleg","Oakland","94619","CA","12500 Campus Drive, Building D (COVAH, Merritt Colleg","12500 Campus Drive, Bldg. D (COVAH, Merritt Colleg","Oakland","94619","CA","(510) 328-1119",,"www.covahigh.org","2015-08-26",,"1","1745","Directly funded","54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-11","N","0","37.804364","-122.27111","Valerie","Abad","vabad@covaconservatory.org",,,,,,,"2016-08-18","508"
"01612590132688","0628050","04255","Active","Alameda","Oakland Unified","Dewey Academy","1111 2nd Avenue","1111 2nd Ave.","Oakland","94606-2285","CA","1111 2nd Avenue","1111 2nd Ave.","Oakland","94606-2285","CA","(510) 874-3660",,,"1980-07-01",,"0",,,"54","Unified School District","68","Continuation High Schools","CON","Continuation School","HS","High School","9-12","10-12","N","0","37.796705","-122.25817","Robin","Glover","robin.glover@ousd.k12.ca.us",,,,,,,"2015-06-18","509"
"01612590133132","0628050","04262","Closed","Alameda","Oakland Unified","Fremont Federation","4610 Foothill Boulevard","4610 Foothill Blvd.","Oakland","94601","CA","4610 Foothill Boulevard","4610 Foothill Blvd.","Oakland","94601","CA",,,,"1980-07-01","2005-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"HS","High School","10-12","12",,,,,,,,,,,,,,"2009-01-30","510"
"01612590134015","0628050",,"Active","Alameda","Oakland Unified","Lodestar: A Lighthouse Community Charter Public","2433 Coolidge Avenue","2433 Coolidge Ave.","Oakland","94601-2630","CA","2433 Coolidge Avenue","2433 Coolidge Ave.","Oakland","94601-2630","CA","(510) 209-2166",,"www.lighthousecharter.org","2016-08-15",,"1","1783","Directly funded","54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","K-12",,"N","0","37.785856","-122.21961","Yanira","Canizales","yanira.canizales@lighthousecharter.org",,,,,,,"2016-08-02","511"
"01612590134437","0628050",,"Closed","Alameda","Oakland Unified","Grant Senior High","417 29th Street","417 29th St.","Oakland","94609","CA","417 29th Street","417 29th St.","Oakland","94609","CA",,,,"1980-07-01","1989-02-06","0",,,"54","Unified School District","68","Continuation High Schools",,,"HS","High School","9-12",,,,,,,,,,,,,,,"1999-06-24","512"
"01612590134791","0628050","04300","Closed","Alameda","Oakland Unified","McClymonds Senior High","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607-3415","CA","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607-3415","CA",,,,"1980-07-01","2005-06-30","0",,,"54","Unified School District","66","High Schools (Public)",,,"HS","High School","9-12","9-12",,,,,,,,,,,,,,"2009-01-30","513"
"01612590135665","0628050","13312","Active","Alameda","Oakland Unified","Edward Shands Adult","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607","CA","2607 Myrtle Street","2607 Myrtle St.","Oakland","94607","CA","(510) 273-2300",,,"1980-07-01",,"0",,,"54","Unified School District","70","Adult Education Centers","TRAD","Traditional","A","Adult","Adult",,"N",,"37.818663","-122.27894","Sue","Pon","sue.pon@ousd.org",,,,,,,"2016-07-19","514"
"01612590135806","0628050",,"Closed","Alameda","Oakland Unified","Oakland Evening Adult (Neighborhood Center)","750 International Boulevard","750 International Blvd.","Oakland","94606","CA","750 International Boulevard","750 International Blvd.","Oakland","94606","CA",,,,"1980-07-01","2006-03-14","0",,,"54","Unified School District","70","Adult Education Centers",,,"A","Adult","Adult",,,,,,,,,,,,,,,"2006-03-14","515"
"01612590135905","0628050","04304","Active","Alameda","Oakland Unified","Oakland High","1023 MacArthur Boulevard","1023 MacArthur Blvd.","Oakland","94610-3930","CA","1023 MacArthur Boulevard","1023 MacArthur Blvd.","Oakland","94610-3930","CA","(510) 874-3676",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","37.80529","-122.23652","Matin","Abdel-Qawi","matin.abdel-qawi@ousd.org",,,,,,,"2015-11-04","516"
"01612590136002","0628050",,"Closed","Alameda","Oakland Unified","Oakland Technical Evening High","4351 Broadway","4351 Broadway","Oakland","94611","CA","4351 Broadway","4351 Broadway","Oakland","94611","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","70","Adult Education Centers",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","517"
"01612590136051","0628050","04305","Active","Alameda","Oakland Unified","Oakland Technical High","4351 Broadway","4351 Broadway","Oakland","94611-4612","CA","4351 Broadway","4351 Broadway","Oakland","94611-4612","CA","(510) 450-5400",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","37.831725","-122.25413","Staci","Ross-Morrison","staci.ross-morrison@ousd.org",,,,,,,"2015-11-02","518"
"01612590137943","0628050","04315","Active","Alameda","Oakland Unified","Skyline High","12250 Skyline Boulevard","12250 Skyline Blvd.","Oakland","94619-2425","CA","12250 Skyline Boulevard","12250 Skyline Blvd.","Oakland","94619-2425","CA","(510) 482-7109",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","37.797495","-122.1636","Vinnie","Blye","vinnie.blye@ousd.org","Nancy","Bloom","nancy.bloom@ousd.org",,,,"2016-07-19","519"
"01612593030772","0628050","10461","Active","Alameda","Oakland Unified","Oakland School for the Arts","530 18th Street","530 18th St.","Oakland","94612-1512","CA","530 18th Street","530 18th St.","Oakland","94612-1512","CA","(510) 873-8800",,"www.oakarts.org","2002-09-04",,"1","0340","Directly funded","54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","6-12","6-12","N","0","37.807834","-122.27113","Donn","Harris","dharris@oakarts.org",,,,,,,"2016-04-19","520"
"01612596001630","0628050","04238","Active","Alameda","Oakland Unified","Allendale Elementary","3670 Penniman Avenue","3670 Penniman Ave.","Oakland","94619-1116","CA","3670 Penniman Avenue","3670 Penniman Ave.","Oakland","94619-1116","CA","(510) 535-2812",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.788642","-122.20516","Charles","Miller","charles.miller@ousd.org",,,,,,,"2015-10-16","521"
"01612596001648","0628050","04239","Active","Alameda","Oakland Unified","Chabot Elementary","6686 Chabot Road","6686 Chabot Rd.","Oakland","94618-1641","CA","6686 Chabot Road","6686 Chabot Rd.","Oakland","94618-1641","CA","(510) 654-4884",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.850664","-122.24293","Jessica","Cannon","jessica.isreal@ousd.org",,,,,,,"2015-10-16","522"
"01612596001655","0628050","04241","Active","Alameda","Oakland Unified","Bella Vista Elementary","1025 East 28th Street","1025 East 28th St.","Oakland","94610-4018","CA","1025 East 28th Street","1025 East 28th St.","Oakland","94610-4018","CA","(510) 436-4900",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.800355","-122.23708","Linda","Flynn","linda.flynn@ousd.org",,,,,,,"2015-10-16","523"
"01612596001663","0628050","04243","Active","Alameda","Oakland Unified","Brookfield Elementary","401 Jones Avenue","401 Jones Ave.","Oakland","94603-1123","CA","401 Jones Avenue","401 Jones Ave.","Oakland","94603-1123","CA","(510) 639-3310",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.734711","-122.189","Marie","Roberts","marie.roberts@ousd.org",,,,,,,"2015-10-16","524"
"01612596001671","0628050",,"Closed","Alameda","Oakland Unified","Burbank Elem.","3550 64th Avenue","3550 64th Ave.","Oakland","94605","CA","3550 64th Avenue","3550 64th Ave.","Oakland","94605","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","525"
"01612596001689","0628050","04245","Active","Alameda","Oakland Unified","Burckhalter Elementary","3994 Burckhalter Avenue","3994 Burckhalter Ave.","Oakland","94605-2616","CA","3994 Burckhalter Avenue","3994 Burckhalter Ave.","Oakland","94605-2616","CA","(510) 729-7700",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.775578","-122.16679","Carin","Geathers","carin.geathers@ousd.org",,,,,,,"2015-10-19","526"
"01612596001697","0628050","04246","Active","Alameda","Oakland Unified","Carl B. Munck Elementary","11900 Campus Drive","11900 Campus Dr.","Oakland","94619-3104","CA","11900 Campus Drive","11900 Campus Dr.","Oakland","94619-3104","CA","(510) 531-4900",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.794753","-122.17382","Denise","Burroughs","denise.burroughs@ousd.org",,,,,,,"2015-10-16","527"
"01612596001705","0628050",,"Closed","Alameda","Oakland Unified","Whitton (Oh) (Charles) Center","3031 East 18th Street","3031 East 18th St.","Oakland","94601-2457","CA","3031 East 18th Street","3031 East 18th St.","Oakland","94601-2457","CA",,,,"1980-07-01","1998-01-13","0",,,"54","Unified School District","09","Special Education Schools (Public)",,,"ELEMHIGH","Elementary-High Combination","K-12",,,,,,,,,,,,,,,"2005-12-23","528"
"01612596001713","0628050","04249","Active","Alameda","Oakland Unified","Howard Elementary","8755 Fontaine Street","8755 Fontaine St.","Oakland","94605-4197","CA","8755 Fontaine Street","8755 Fontaine St.","Oakland","94605-4197","CA","(510) 639-3244",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.76215","-122.15135","Nikki","Williams","nikki.williams@ousd.org",,,,,,,"2015-11-02","529"
"01612596001721","0628050",,"Closed","Alameda","Oakland Unified","Clawson Elementary","1025 Second Avenue","1025 Second Ave.","Oakland","94606","CA","1025 Second Avenue","1025 Second Ave.","Oakland","94606","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","530"
"01612596001739","0628050","04251","Active","Alameda","Oakland Unified","Cleveland Elementary","745 Cleveland Street","745 Cleveland St.","Oakland","94606-1513","CA","745 Cleveland Street","745 Cleveland St.","Oakland","94606-1513","CA","(510) 874-3600",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.804369","-122.24405","Peter","Van Tassel","peter.vantassel@ousd.org",,,,,,,"2015-10-19","531"
"01612596001747","0628050","04252","Closed","Alameda","Oakland Unified","Cole Middle","1011 Union Street","1011 Union St.","Oakland","94607-2236","CA","1011 Union Street","1011 Union St.","Oakland","94607-2236","CA",,,,"1980-07-01","2009-06-12","0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-8","7-8",,,,,,,,,,,,,,"2009-10-21","532"
"01612596001754","0628050","04253","Active","Alameda","Oakland Unified","Crocker Highlands Elementary","525 Midcrest Road","525 Midcrest Rd.","Oakland","94610-1813","CA","525 Midcrest Road","525 Midcrest Rd.","Oakland","94610-1813","CA","(510) 451-5900",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.811364","-122.22738","Jocelyn","Kelleher","jocelyn.kelleher@ousd.org",,,,,,,"2015-10-19","533"
"01612596001762","0628050",,"Closed","Alameda","Oakland Unified","Hammarskjold (Dag) Opportunity","9655 Empire Road","9655 Empire Rd.","Oakland","94603","CA","9655 Empire Road","9655 Empire Rd.","Oakland","94603","CA",,,,"1980-07-01","1991-03-01","0",,,"54","Unified School District","64","Junior High Schools (Public)",,,"INTMIDJR","Intermediate/Middle/Junior High","7-9",,,,,,,,,,,,,,,"1999-06-24","534"
"01612596001770","0628050","04295","Closed","Alameda","Oakland Unified","Foster  Elementary","2850 West Street","2850 West St.","Oakland","94608-4536","CA","2850 West Street","2850 West St.","Oakland","94608-4536","CA",,,,"1980-07-01","2004-06-22","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"ELEM","Elementary","K-5","K-5",,,,,,,,,,,,,,"2009-01-30","535"
"01612596001796","0628050",,"Closed","Alameda","Oakland Unified","Edison Elementary","3239 Kempton Avenue","3239 Kempton Ave.","Oakland","94611","CA","3239 Kempton Avenue","3239 Kempton Ave.","Oakland","94611","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","536"
"01612596001804","0628050","04258","Closed","Alameda","Oakland Unified","Sherman Elementary","5328 Brann Street","5328 Brann St.","Oakland","94619-3312","CA","5328 Brann Street","5328 Brann St.","Oakland","94619-3312","CA",,,,"1980-07-01","2007-08-15","0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5",,,,,,,,,,,,,,"2009-10-02","537"
"01612596001812","0628050","04260","Active","Alameda","Oakland Unified","Emerson Elementary","4803 Lawton Avenue","4803 Lawton Ave.","Oakland","94609-2208","CA","4803 Lawton Avenue","4803 Lawton Ave.","Oakland","94609-2208","CA","(510) 654-7373",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.834628","-122.2573","Heather","Palin","heather.palin@ousd.org",,,,,,,"2015-10-19","538"
"01612596001820","0628050","04261","Active","Alameda","Oakland Unified","Franklin Elementary","915 Foothill Boulevard","915 Foothill Blvd.","Oakland","94606-3013","CA","915 Foothill Boulevard","915 Foothill Blvd.","Oakland","94606-3013","CA","(510) 874-3354",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.793794","-122.24829","Ingrid","Seyer-Ochi","ingrid.seyer-ochi@ousd.ousd.org",,,,,,,"2015-11-02","539"
"01612596001838","0628050","04264","Active","Alameda","Oakland Unified","Fruitvale Elementary","3200 Boston Avenue","3200 Boston Ave.","Oakland","94602-2899","CA","3200 Boston Avenue","3200 Boston Ave.","Oakland","94602-2899","CA","(510) 535-2840",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.796228","-122.21407","Patricia","Ceja","patricia.ceja@ousd.org",,,,,,,"2015-11-02","540"
"01612596001846","0628050","04265","Active","Alameda","Oakland Unified","Garfield Elementary","1640 22nd Avenue","1640 22nd Ave.","Oakland","94606-4710","CA","1640 22nd Avenue","1640 22nd Ave.","Oakland","94606-4710","CA","(510) 535-2857",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.786684","-122.23578","Alicia","Arenas","alicia.arenas@ousd.org",,,,,,,"2016-07-19","541"
"01612596001853","0628050","04266","Active","Alameda","Oakland Unified","Glenview Elementary","4215 La Cresta Avenue","4215 La Cresta Ave.","Oakland","94602-1739","CA","4215 La Cresta Avenue","4215 La Cresta Ave.","Oakland","94602-1739","CA","(510) 531-6677",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.805477","-122.21877","Chelsea","Toller","chelsea.toller@ousd.k12.ca.us",,,,,,,"2015-06-18","542"
"01612596001861","0628050","04267","Closed","Alameda","Oakland Unified","Golden Gate Elementary","6200 San Pablo Avenue","6200 San Pablo Ave.","Oakland","94608-2228","CA","6200 San Pablo Avenue","6200 San Pablo Ave.","Oakland","94608-2228","CA",,,,"1980-07-01","2005-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"ELEM","Elementary","K-5","K-5",,,,,,,,,,,,,,"2009-01-30","543"
"01612596001879","0628050","04269","Active","Alameda","Oakland Unified","Grass Valley Elementary","4720 Dunkirk Avenue","4720 Dunkirk Ave.","Oakland","94605-5607","CA","4720 Dunkirk Avenue","4720 Dunkirk Ave.","Oakland","94605-5607","CA","(510) 636-4653",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-5","N","0","37.75301","-122.12585","Brandee","Stewart","brandee.stewart@ousd.org",,,,,,,"2015-10-30","544"
